Title,Theme,Segment,Email Feature Type ,Subject,List,Send Date & Time,Send Date,Send Time,Send Time (Hour),Send Weekday,Total Recipients,Successful Deliveries,Soft Bounces,Hard Bounces,Total Bounces,Times Forwarded,Forwarded Opens,Unique Opens,Open Rate,Total Opens,Unique Clicks,Click Rate,Total Clicks,Unsubscribes,Abuse Complaints,Bounce Rate,Unsubscribe Rate
"re-send Book early for xmas: Awful Auntie, Circus1903, Rumpel, SnowWhite, Nativity, Xmas Carol",New On-Sale,Family,Multi-show,David Walliams' Awful Auntie On Sale Now + More Christmas Treats,(Do not use) FromTheBoxOffice Subscribers,Jun 28 2018 09:53 am,"Jun 28, 2018 ",09:53:00,10:00:00 AM,Thursday,169425,169332,75,18,93,0,0,11198,6.61%,14276,793,0.47%,1131,201,7,2.33%,25.34678436
"Plays: Julie, Imperium, Don Quixote, Lonely Planet",New On-Sale,Plays,Multi-show,Julie on sale today: treat yourself to a top London play,(Do not use) FromTheBoxOffice Subscribers,Jun 29 2018 11:24 am,"Jun 29, 2018 ",11:24:00,11:00:00 AM,Friday,38490,38470,18,2,20,0,0,8845,22.99%,11965,445,1.16%,632,63,1,11.11%,14.15730337
Misty Solus - New On Sale & NBF,Offer,Plays,Solus,Misty by ArinzÃƒÂ© Kene transfers to the West End - tickets from only Ã‚Â£10 & no fees,(Do not use) FromTheBoxOffice Subscribers,Jun 29 2018 03:17 pm,"Jun 29, 2018 ",15:17:00,3:00:00 PM,Friday,10753,10746,5,2,7,0,0,2073,19.29%,2513,35,0.33%,84,21,1,0.00%,60
Sadler,Full-price,Dance/Opera/Classical,Multi-show,"Summer at Sadler's Wells: Hofesh Schechter, Carmen La Cubana,Ã‚Â St Petersburg Ballet Theatre's Swan Lake & More Ã°Å¸â€™Æ’",(Do not use) FromTheBoxOffice Subscribers,Jul 01 2018 07:00 am,"Jul 01, 2018 ",07:00:00,7:00:00 AM,Sunday,13734,13728,5,1,6,0,0,2878,20.96%,4119,263,1.92%,453,26,1,3.11%,9.885931559
"Musicals: Come From Away + Motown, Great Gatsby, Thunderbirds, kinky boots",Offer,Musicals,Multi-show,Come From Away London's Transfer Is Now On Sale! + Ã‚Â£10 Off Motown Tickets,(Do not use) FromTheBoxOffice Subscribers,Jul 02 2018 02:42 pm,"Jul 02, 2018 ",14:42:00,3:00:00 PM,Monday,110953,110908,38,7,45,0,0,23700,21.37%,30855,637,0.57%,916,168,7,5.72%,26.37362637
"Plays: Height of the Storm, TIOBE, Gatsby, Two for the Seesaw",Offer,Plays,Multi-show,The Height of the Storm Exclusive Upgrade offer - and other great savings,(Do not use) FromTheBoxOffice Subscribers,Jul 03 2018 12:30 pm,"Jul 03, 2018 ",12:30:00,1:00:00 PM,Tuesday,37788,37732,52,4,56,0,0,9056,24.00%,12824,473,1.25%,726,57,4,0.00%,12.05073996
The Importance of Being Earnest_Solus-Early Bird Offer,Offer,Plays,Multi-show,The Importance of Being Earnest:Ã‚Â Exclusive Early Bird Offer,(Do not use) FromTheBoxOffice Subscribers,Jul 03 2018 05:37 pm,"Jul 03, 2018 ",17:37:00,6:00:00 PM,Tuesday,9620,9611,7,2,9,0,0,4050,42.14%,5357,137,1.43%,173,9,1,0.00%,6.569343066
"Motown, Bat Out Of Hell, Height of the Storm, TIOBE, Two for the Seesaw, Hofesh,",Offer,Musicals,Multi-show,"This Week's Best Offers: Motown, Bat Out Of Hell & More",(Do not use) FromTheBoxOffice Subscribers,Jul 04 2018 03:56 pm,"Jul 04, 2018 ",15:56:00,4:00:00 PM,Wednesday,23059,23050,5,4,9,0,0,4644,20.15%,6409,338,1.47%,549,36,1,3.33%,10.65088757
Heathers transfer,New On-Sale,Musicals,Solus,Heathers The Musical West End transfer on sale now,(Do not use) FromTheBoxOffice Subscribers,Jul 05 2018 07:15 am,"Jul 05, 2018 ",07:15:00,7:00:00 AM,Thursday,89346,89306,32,8,40,0,0,8324,9.32%,10238,340,0.38%,433,92,1,3.21%,27.05882353
Heathers transfer- re-send,New On-Sale,Musicals,Solus,Heathers The Musical West End transfer on sale now,(Do not use) FromTheBoxOffice Subscribers,Jul 05 2018 12:38 pm,"Jul 05, 2018 ",12:38:00,1:00:00 PM,Thursday,89270,89225,37,8,45,0,0,7554,8.47%,9236,289,0.32%,374,92,4,0.00%,31.83391003
Walking With Dinosaur - offer,Offer,Family,Solus,Save Ã‚Â£10 & pay no fees on Walking With Dinosaurs Live,(Do not use) FromTheBoxOffice Subscribers,Jul 05 2018 04:20 pm,"Jul 05, 2018 ",16:20:00,4:00:00 PM,Thursday,26934,26920,11,3,14,0,0,3965,14.73%,5335,206,0.77%,300,41,0,14.81%,19.90291262
"Nine Night, Foxfinder, The Jungle, Lieutenant, Imperium, Wicked, Wayne McGregor,",New On-Sale,Plays,Multi-show,New on sale: Nine Night at Trafalgar Studios + Foxfinder starring Game of Thrones' Iwan RheonÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,Jul 06 2018 01:14 pm,"Jul 06, 2018 ",13:14:00,1:00:00 PM,Friday,185833,185717,89,27,116,0,0,38973,20.99%,49752,1002,0.54%,1470,277,5,5.77%,27.64471058
The King & I - post press night,Reviews,Musicals,Solus,The King and I opens to rave reviews at the London Palladium,(Do not use) FromTheBoxOffice Subscribers,Jul 06 2018 01:54 pm,"Jul 06, 2018 ",13:54:00,2:00:00 PM,Friday,11648,11644,2,2,4,0,0,2584,22.19%,3691,202,1.73%,265,12,1,0.59%,5.940594059
Wicked Solus - Exlusive Upgrade Offer,Offer,Musicals,Solus,Exclusive Seat Upgrade On Wicked The Musical This July Ã°Å¸â€™Å¡,(Do not use) FromTheBoxOffice Subscribers,Jul 06 2018 02:02 pm,"Jul 06, 2018 ",14:02:00,2:00:00 PM,Friday,22971,22959,10,2,12,0,0,4188,18.24%,5385,90,0.39%,132,21,0,0.00%,23.33333333
Summer Theatre - July,Full-price,All,Multi-show,"Ã°Å¸Å’Å_ Concerts, family shows & outdoor theatre to enjoy this summer",(Do not use) FromTheBoxOffice Subscribers,Jul 08 2018 07:00 am,"Jul 08, 2018 ",07:00:00,7:00:00 AM,Sunday,27234,27220,12,2,14,0,0,3564,13.09%,4926,379,1.39%,630,27,0,25.77%,7.124010554
Gangsta Granny - Offer Solus,Offer,Family,Solus,Exclusive Offer: David Walliams' Gangsta Granny 40% Off,(Do not use) FromTheBoxOffice Subscribers,Jul 09 2018 03:21 pm,"Jul 09, 2018 ",15:21:00,3:00:00 PM,Monday,21206,21196,7,3,10,0,0,3389,15.99%,4409,211,1.00%,282,19,0,0.00%,9.004739336
Imperium - post press night,Reviews,Plays,Solus,5 stars for two-part thriller Imperium in the West EndÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,Jul 10 2018 03:41 pm,"Jul 10, 2018 ",15:41:00,4:00:00 PM,Tuesday,24576,24566,7,3,10,0,0,6344,25.82%,8711,195,0.79%,317,35,1,20.70%,17.94871795
THOTS - solus,Offer,Plays,Solus,"*|TITLE:FNAME|*, enjoy an exclusive upgrade offer on The Height of the Storm",(Do not use) FromTheBoxOffice Subscribers,Jul 10 2018 06:26 pm,"Jul 10, 2018 ",18:26:00,6:00:00 PM,Tuesday,28987,28950,22,15,37,0,0,7312,25.26%,9587,177,0.61%,238,58,1,0.65%,32.76836158
AB test - caroline or change | Combo 1,Offer,Musicals,Multi-show,"Exclusive: 65% off Caroline, or Change + seat upgrade on Wicked + 40% off Gangsta Granny",(Do not use) FromTheBoxOffice Subscribers,Jul 11 2018 09:50 am,"Jul 11, 2018 ",09:50:00,10:00:00 AM,Wednesday,23488,23481,7,0,7,0,0,4235,18.04%,5544,167,0.71%,236,21,3,5.56%,12.5748503
AB test - caroline or change | Combo 2,Offer,Musicals,Multi-show,"Exclusive: 65% off Caroline, or Change + seat upgrade on Wicked + 40% off Gangsta Granny",(Do not use) FromTheBoxOffice Subscribers,Jul 11 2018 09:50 am,"Jul 11, 2018 ",09:50:00,10:00:00 AM,Wednesday,23488,23476,11,1,12,0,0,4377,18.64%,5915,201,0.86%,322,36,1,7.26%,17.91044776
AB test - caroline or change | Winner,Offer,Musicals,Multi-show,"Exclusive: 65% off Caroline, or Change + seat upgrade on Wicked + 40% off Gangsta Granny",(Do not use) FromTheBoxOffice Subscribers,Jul 11 2018 01:51 pm,"Jul 11, 2018 ",13:51:00,2:00:00 PM,Wednesday,46977,46959,14,4,18,0,0,9070,19.31%,11756,344,0.73%,522,52,5,10.53%,15.11627907
14th July: Family email (NEW),Offer,Family,Multi-show,50% off We're Going On A Bear Hunt + 40% off David Walliams' Gangsta Granny & more,(Do not use) FromTheBoxOffice Subscribers,Jul 14 2018 07:00 am,"Jul 14, 2018 ",07:00:00,7:00:00 AM,Saturday,29046,29036,9,1,10,0,0,4265,14.69%,5893,396,1.36%,732,40,1,3.09%,10.1010101
15th July: Underbelly Festival,Full-price,Circus/Cabaret/Burlesque,Multi-show,Unmissable shows opening soon at the Underbelly Festival Ã¢Ëœâ‚¬,(Do not use) FromTheBoxOffice Subscribers,Jul 15 2018 07:00 am,"Jul 15, 2018 ",07:00:00,7:00:00 AM,Sunday,18254,18245,7,2,9,0,0,3795,20.80%,4781,106,0.58%,160,37,1,15.70%,34.90566038
New on sale and offers,Offer,All,Multi-show,"*|TITLE:FNAME|*, book now & save on theatre, dance, circus & more",(Do not use) FromTheBoxOffice Subscribers,Jul 17 2018 06:24 pm,"Jul 17, 2018 ",18:24:00,6:00:00 PM,Tuesday,47900,47874,21,5,26,0,0,10350,21.62%,13923,635,1.33%,973,88,2,3.23%,13.85826772
A monster calls - Offer Solus,Offer,Plays,Solus,Exclusive: The Old Vic's A Monster Calls tickets with no fees,(Do not use) FromTheBoxOffice Subscribers,Jul 20 2018 03:51 pm,"Jul 20, 2018 ",15:51:00,4:00:00 PM,Friday,3751,3750,1,0,1,0,0,1026,27.36%,1474,54,1.44%,98,7,0,1.54%,12.96296296
"A monster calls, one for the road, the wider earth, pinter at the pinter, alkaline",Offer,Plays,Multi-show,Exclusive: The Old Vic's A Monster Calls no fees + up to 60% off Pinter at the PinterÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,Jul 20 2018 03:55 pm,"Jul 20, 2018 ",15:55:00,4:00:00 PM,Friday,36110,36090,14,6,20,0,0,8825,24.45%,12044,434,1.20%,648,39,1,0.96%,8.986175115
Underbelly LGBT,Full-price,Circus/Cabaret/Burlesque,Multi-show,"*|TITLE:FNAME|*, experience the best of burlesque, comedy and circus on London's South Bank",(Do not use) FromTheBoxOffice Subscribers,Jul 21 2018 07:00 am,"Jul 21, 2018 ",07:00:00,7:00:00 AM,Saturday,15392,15381,10,1,11,0,0,3387,22.02%,4418,124,0.81%,219,19,1,5.73%,15.32258065
Musicals To See This Summer,New On-Sale,Musicals,Multi-show,"New tickets released for The Book of Mormon, Heathers tickets on sale now + musicals opening soon Ã‚Â ",(Do not use) FromTheBoxOffice Subscribers,Jul 21 2018 07:00 am,"Jul 21, 2018 ",07:00:00,7:00:00 AM,Saturday,78303,78275,22,6,28,0,0,18520,23.66%,25213,874,1.12%,1253,110,7,3.97%,12.58581236
Leeds email,Full-price,All,Multi-show,Enjoy live music & family shows in Leeds this summerÃ‚Â  Ã°Å¸Å’â€ Ã‚Â Ã°Å¸Å¡â€”,(Do not use) FromTheBoxOffice Subscribers,Jul 22 2018 07:00 am,"Jul 22, 2018 ",07:00:00,7:00:00 AM,Sunday,8639,8637,2,0,2,0,0,1569,18.17%,1920,52,0.60%,74,14,0,50.00%,26.92307692
Summer theatre and events across the UK,Full-price,All,Multi-show,"*|TITLE:FNAME|*, enjoy summer shows at Shakespeare's Globe, Regent's Park Open Air Theatre, and many more Ã°Å¸Å’Â·Ã¢Ëœâ‚¬",(Do not use) FromTheBoxOffice Subscribers,Jul 23 2018 07:00 am,"Jul 23, 2018 ",07:00:00,7:00:00 AM,Monday,25814,25799,14,1,15,0,0,4362,16.91%,6068,281,1.09%,422,37,3,15.82%,13.16725979
Bat out of hell Solus,Offer,Musicals,Solus,Exclusive 40% off Bat Out of Hell tickets Ã°Å¸Â_ËœÃ°Å¸Å_Â¸,(Do not use) FromTheBoxOffice Subscribers,Jul 23 2018 02:58 pm,"Jul 23, 2018 ",14:58:00,3:00:00 PM,Monday,28002,27990,7,5,12,0,0,5387,19.25%,7347,298,1.06%,441,43,2,4.00%,14.4295302
New season sale for the globe,New On-Sale,Plays,Multi-show,"*|TITLE:FNAME|*, experience world-class theatre at Shakespeare's Globe",(Do not use) FromTheBoxOffice Subscribers,Jul 23 2018 03:31 pm,"Jul 23, 2018 ",15:31:00,4:00:00 PM,Monday,27104,27088,12,4,16,0,0,7237,26.72%,10612,444,1.64%,670,31,3,2.87%,6.981981982
Jungle - segmented re-targeting solus - NBF,Offer,Plays,Solus,Pay no fees on The Jungle - tickets from Ã‚Â£15,(Do not use) FromTheBoxOffice Subscribers,Jul 24 2018 10:17 am,"Jul 24, 2018 ",10:17:00,10:00:00 AM,Tuesday,2657,2656,1,0,1,0,0,641,24.13%,891,26,0.98%,47,4,0,0.00%,15.38461538
Wicked Solus - NBF + cast change,Cast Announcement,Musicals,Solus,New Cast Members Fly Into WickedÃ‚Â Ã°Å¸â€™Å¡,(Do not use) FromTheBoxOffice Subscribers,Jul 24 2018 10:24 am,"Jul 24, 2018 ",10:24:00,10:00:00 AM,Tuesday,23384,23376,6,2,8,0,0,4028,17.23%,4911,88,0.38%,94,29,1,2.47%,32.95454545
"Bat Out of Hell, The Jungle, Glenn Miller, Knights of the Rose, Thunderbirds, Thriller Gala",Offer,Musicals,Multi-show,"Exclusive offers on Bat Out of Hell, The Jungle, Wicked, The Glenn Miller Story & more",(Do not use) FromTheBoxOffice Subscribers,Jul 24 2018 10:38 am,"Jul 24, 2018 ",10:38:00,11:00:00 AM,Tuesday,93074,93025,43,6,49,0,0,17595,18.91%,24376,1109,1.19%,1792,100,0,1.47%,9.017132552
Simon & Garfunkel @ Vaudeville - 48 Hour PreSale,New On-Sale,Musicals,Multi-show,Ã¢ÂèÂ° Exclusive 48hr pre-sale for The Simon & Garfunkel Story,(Do not use) FromTheBoxOffice Subscribers,Jul 24 2018 11:09 am,"Jul 24, 2018 ",11:09:00,11:00:00 AM,Tuesday,15986,15978,6,2,8,0,0,4023,25.18%,5836,273,1.71%,460,30,1,3.55%,10.98901099
"Walking with Dinosaurs, Monstersaurus, Madagascar, Bear Hunt",Full-price,Family,Multi-show,"Ã°Å¸Â_â€“ Walking With Dinosaurs Live, David Walliams' Gangta Granny & more treats",(Do not use) FromTheBoxOffice Subscribers,Jul 25 2018 06:45 pm,"Jul 25, 2018 ",18:45:00,7:00:00 PM,Wednesday,49689,49645,39,5,44,0,0,6318,12.73%,8339,498,1.00%,790,59,4,18.57%,11.84738956
Celebs On Stage + Discount Code,Cast Announcement,Celeb,Multi-show,"*|TITLE:FNAME|*, book now to see your favourite TV stars on the West End stageÃ‚Â Ã°Å¸â€œÂ¸Ã°Å¸â€™Æ’",(Do not use) FromTheBoxOffice Subscribers,Jul 26 2018 05:59 pm,"Jul 26, 2018 ",17:59:00,6:00:00 PM,Thursday,28480,28423,53,4,57,0,0,5936,20.88%,8180,340,1.20%,601,39,0,7.94%,11.47058824
"The King & I, Ideal Home Show, Club Swizzle, A Monster Calls",Offer,Musicals,Multi-show,"Exclusive offers: The King & I, Club Swizzle, A Monster Calls & More",(Do not use) FromTheBoxOffice Subscribers,Jul 27 2018 06:52 pm,"Jul 27, 2018 ",18:52:00,7:00:00 PM,Friday,79008,78756,246,6,252,0,0,10280,13.05%,13580,642,0.82%,985,83,2,2.86%,12.92834891
Imperium - upgrade solus,Offer,Plays,Solus,50% Off Imperium Part I & II - Tickets From Only Ã‚Â£12,From The Box Office Newsletter,Jul 30 2018 05:26 pm,"Jul 30, 2018 ",17:26:00,5:00:00 PM,Monday,6833,6769,22,42,64,0,0,1428,21.10%,2293,109,1.61%,206,38,2,10.92%,34.86238532
"Bat Out of Hell, The Jungle, Glenn Miller, Knights of the Rose, Thunderbirds, Thriller Gala (copy 01",Offer,All,Multi-show,"Offers on Bat Out of Hell, The Jungle, Wicked, Thunderbirds & more",From The Box Office Newsletter,Jul 30 2018 05:51 pm,"Jul 30, 2018 ",17:51:00,6:00:00 PM,Monday,185658,185050,281,327,608,0,0,19071,10.31%,27539,1494,0.81%,2428,379,15,1.22%,25.36813922
"BSC Solus - Gangsta, Awful,Barmy,Horrible",Offer,Family,Multi-show,"30% off Gangsta Granny, 50% off Horrible Histories Live On Stage & more",From The Box Office Newsletter,Jul 31 2018 12:30 pm,"Jul 31, 2018 ",12:30:00,1:00:00 PM,Tuesday,33204,33133,36,35,71,0,0,4531,13.68%,6138,269,0.81%,395,40,2,12.85%,14.86988848
Imperium - upgrade solus - #2,Offer,Plays,Solus,50% Off Imperium Part I & II - Tickets From Only Ã‚Â£12,From The Box Office Newsletter,Jul 31 2018 01:01 pm,"Jul 31, 2018 ",13:01:00,1:00:00 PM,Tuesday,6814,6808,3,3,6,0,0,1033,15.17%,1556,53,0.78%,91,8,0,18.06%,15.09433962
The Lieutenant of Inishmore,Offer,Plays,Solus,The Lieutenant of Inishmore from only Ã‚Â£11.60 - book tickets today,From The Box Office Newsletter,Jul 31 2018 05:10 pm,"Jul 31, 2018 ",17:10:00,5:00:00 PM,Tuesday,12951,12903,28,20,48,0,0,3361,26.05%,6155,547,4.24%,915,50,2,2.13%,9.140767824
29th July: Underbelly comedy and dance,Full-price,Circus/Cabaret/Burlesque,Multi-show,Enjoy London's line up of dance & stand-up comedy from only Ã‚Â£12,From The Box Office Newsletter,Jul 31 2018 07:30 pm,"Jul 31, 2018 ",19:30:00,8:00:00 PM,Tuesday,17341,17319,12,10,22,0,0,2734,15.79%,3484,85,0.49%,119,21,0,14.00%,24.70588235
"BSC Solus - Gangsta, Awful,Barmy,Horrible - re-send",Offer,Family,Multi-show,"30% off Gangsta Granny, 50% off Horrible Histories Live On Stage & more",From The Box Office Newsletter,Jul 31 2018 09:00 pm,"Jul 31, 2018 ",21:00:00,9:00:00 PM,Tuesday,30393,30356,37,0,37,0,0,5800,19.11%,7656,291,0.96%,430,58,2,12.09%,19.93127148
"Drama & Ballet: Imperium, Swan Lake, Lieutenant, Silk Road & More Sadlers",Offer,Dance/Opera/Classical,Multi-show,"50% off Imperium, The Lieutenant of Inishmore from Ã‚Â£11.60, no fees on Swan Lake & more",From The Box Office Newsletter,Aug 01 2018 07:00 pm,"Aug 01, 2018 ",19:00:00,7:00:00 PM,Wednesday,33830,33738,44,48,92,0,0,5943,17.62%,8931,528,1.57%,820,106,3,3.41%,20.07575758
Summer Sale 2018 (Multivariate),Offer,All,Multi-show,,From The Box Office Newsletter,Aug 07 2018 09:00 pm,"Aug 07, 2018 ",21:00:00,9:00:00 PM,Tuesday,335500,334982,411,107,518,0,0,55855,16.67%,80791,5477,1.64%,0,976,33,n/a,17.81997444
Summer Sale 2018 (Multivariate) | Combo 1,Offer,All,Multi-show,Ã°Å¸Å’Å_ Big Summer Sale: Save Up To 60% On Theatre Tickets,From The Box Office Newsletter,Aug 07 2018 09:00 pm,"Aug 07, 2018 ",21:00:00,9:00:00 PM,Tuesday,167750,167500,200,50,250,0,0,28667,17.11%,41627,2808,1.68%,4935,506,19,5.70%,18.01994302
Summer Sale 2018 (Multivariate) | Combo 2,Offer,All,Multi-show,Ã°Å¸Å’Å_ Big Summer Sale: Save Up To 60% On Theatre Tickets,From The Box Office Newsletter,Aug 07 2018 09:00 pm,"Aug 07, 2018 ",21:00:00,9:00:00 PM,Tuesday,167750,167482,211,57,268,0,0,27188,16.23%,39164,2669,1.59%,4775,470,14,5.19%,17.60959161
"The Jungle (summer sale), Hampstead Theatre & Stratford new shows",Offer,Plays,Multi-show,Exclusive offer on The Jungle + Game of Thrones' Maisie Williams at the Hampstead Theatre & moreÃ‚Â ,From The Box Office Newsletter,Aug 10 2018 03:47 pm,"Aug 10, 2018 ",15:47:00,4:00:00 PM,Friday,51310,51221,84,5,89,0,0,8996,17.56%,12591,526,1.03%,866,107,2,3.05%,20.34220532
Summer Sale - re-send,Offer,All,Multi-show,Ã°Å¸Å’Å_ Big Summer Sale: Save Up To 60% On Theatre TicketsÃ‚Â ,From The Box Office Newsletter,Aug 10 2018 09:00 pm,"Aug 10, 2018 ",21:00:00,9:00:00 PM,Friday,34630,34502,125,3,128,0,0,3462,10.03%,4894,472,1.37%,743,132,3,4.94%,27.96610169
Underbelly Festival Solus - August,Full-price,Circus/Cabaret/Burlesque,Multi-show,Upcoming events at the Underbelly Festival - book today from only Ã‚Â£9Ã‚Â Ã°Å¸Å’Å_,From The Box Office Newsletter,Aug 11 2018 07:00 am,"Aug 11, 2018 ",07:00:00,7:00:00 AM,Saturday,6084,6068,16,0,16,0,0,1292,21.29%,1695,69,1.14%,117,56,1,11.76%,81.15942029
"International Youth Day - Bear Hunt, Scarecrow, Gangsta Granny, Barmy Britain, Operation Ouch",Full-price,Family,Multi-show,Celebrate International Youth Day with family shows from Ã‚Â£10Ã‚Â Ã°Å¸Å_Â_,From The Box Office Newsletter,Aug 12 2018 08:00 am,"Aug 12, 2018 ",08:00:00,8:00:00 AM,Sunday,88281,88149,130,2,132,0,0,10339,11.73%,13603,540,0.61%,897,219,2,4.19%,40.55555556
RSC Barbican Solus - Autumn 2018 Season,New On-Sale,Plays,Multi-show,Royal Shakespeare Company's new season at the Barbican on sale nowÃ‚Â Ã°Å¸Å_Â_,From The Box Office Newsletter,Aug 13 2018 04:59 pm,"Aug 13, 2018 ",16:59:00,5:00:00 PM,Monday,51639,51561,76,2,78,0,0,12489,24.22%,19492,1050,2.04%,1462,117,3,10.53%,11.14285714
"Guys & Dolls, ",New On-Sale,Musicals,Solus,"Guys & Dolls starring Jason Manford, Adrian Lester & Meow Meow - tickets on sale now",From The Box Office Newsletter,Aug 14 2018 11:23 am,"Aug 14, 2018 ",11:23:00,11:00:00 AM,Tuesday,1,1,0,0,0,0,0,1,100.00%,4,1,100.00%,1,0,0,8.24%,0
Guys & Dolls + Summer Sale,New On-Sale,All,Multi-show,"Guys & Dolls starring Jason Manford, Adrian Lester & Meow Meow - tickets on sale now",From The Box Office Newsletter,Aug 14 2018 11:46 am,"Aug 14, 2018 ",11:46:00,12:00:00 PM,Tuesday,33176,33144,31,1,32,0,0,5615,16.94%,7738,353,1.07%,498,55,2,3.04%,15.58073654
Guys & Dolls + Summer Sale (SelfSubs) (copy 01),New On-Sale,All,Multi-show,"Guys & Dolls starring Jason Manford, Adrian Lester & Meow Meow - tickets on sale now",From The Box Office Newsletter,Aug 14 2018 08:45 pm,"Aug 14, 2018 ",20:45:00,9:00:00 PM,Tuesday,57017,56839,176,2,178,0,0,10596,18.64%,15017,610,1.07%,878,278,4,4.88%,45.57377049
"Somerset House, Regent's Park, Iris Theatre, South Bank",Full-price,All,Multi-show,"Ã°Å¸Å_Â¥ *|TITLE:FNAME|*, experience film & theatre differently this summerÃ‚Â Ã°Å¸Å’Å_",From The Box Office Newsletter,Aug 16 2018 06:00 am,"Aug 16, 2018 ",06:00:00,6:00:00 AM,Thursday,39523,39508,11,4,15,0,0,16272,41.19%,21845,796,2.01%,1084,134,5,21.91%,16.83417085
"Somerset House, Regent's Park, Iris Theatre, South Bank #2",Full-price,All,Multi-show,"Ã°Å¸Å_Â¥ *|TITLE:FNAME|*, experience film & theatre differently this summerÃ‚Â Ã°Å¸Å’Å_",From The Box Office Newsletter,Aug 17 2018 03:41 pm,"Aug 17, 2018 ",15:41:00,4:00:00 PM,Friday,53208,53012,189,7,196,0,0,10176,19.20%,14053,438,0.83%,627,263,4,20.75%,60.0456621
RE - Jungle - segmented re-targeting solus,Offer,Plays,Multi-show,"*|TITLE:FNAME|*, save 58% on The Jungle in our summer saleÃ‚Â ",From The Box Office Newsletter,Aug 17 2018 05:56 pm,"Aug 17, 2018 ",17:56:00,6:00:00 PM,Friday,2981,2981,0,0,0,0,0,1776,59.58%,2787,99,3.32%,162,26,0,4.52%,26.26262626
"Lee Evans, Pinter, Barbican, Biennale (multi-variate) | Combo 1",Offer,Plays,Multi-show,Lee Evans & Meera Syal join Pinter at the Pinter + new plays added to our summer sale Ã°Å¸Å’Å_,From The Box Office Newsletter,Aug 19 2018 07:00 am,"Aug 19, 2018 ",07:00:00,7:00:00 AM,Sunday,36600,36547,41,12,53,0,0,5827,15.94%,8007,443,1.21%,654,82,2,2.97%,18.51015801
"Lee Evans, Pinter, Barbican, Biennale (multi-variate) | Combo 2",Offer,Plays,Multi-show,Lee Evans & Meera Syal join Pinter at the Pinter + new plays added to our summer sale Ã°Å¸Å’Å_,From The Box Office Newsletter,Aug 19 2018 07:00 pm,"Aug 19, 2018 ",19:00:00,7:00:00 PM,Sunday,36593,36534,41,18,59,0,0,5676,15.54%,7968,375,1.03%,554,62,2,2.51%,16.53333333
Aladdin August Upgrade Solus,Offer,Musicals,Solus,Exclusive upgrade offer on Disney's Aladdin in our summer saleÃ‚Â Ã°Å¸â€™Â«,From The Box Office Newsletter,Aug 20 2018 09:00 pm,"Aug 20, 2018 ",21:00:00,9:00:00 PM,Monday,17701,17689,10,2,12,0,0,1941,10.97%,2488,84,0.47%,123,18,0,1.12%,21.42857143
"Summer Sale: Aladdin, Chicago, 42nd Street, Swan Lake",Offer,All,Multi-show,"Ã°Å¸â€ùÂ¥Ã‚Â Hot new offers: Aladdin, Chicago, 42nd Street, Swan Lake & more",From The Box Office Newsletter,Aug 21 2018 09:00 pm,"Aug 21, 2018 ",21:00:00,9:00:00 PM,Tuesday,181506,181219,146,141,287,0,0,33492,18.48%,47731,2790,1.54%,4342,417,16,2.86%,14.94623656
Chicago solus,Offer,Musicals,Solus,Save up to 40% on Chicago The Musical starring Alexandra BurkeÃ‚Â Ã°Å¸â€™â€_,From The Box Office Newsletter,Aug 23 2018 09:00 pm,"Aug 23, 2018 ",21:00:00,9:00:00 PM,Thursday,2124,2120,3,1,4,0,0,485,22.88%,677,42,1.98%,48,8,0,0.00%,19.04761905
